A Space For The Unbound,"Жанры: Адвенчура, Инди, Ретро","Дата выхода:
PC 2021 г.","Приключенческая игра, в центре сюжета которой находится история об отношениях между мальчиком и девочкой со сверхъестественными способностями. Когда таинственная сила внезапно высвобождается и начинает угрожать их существованию, они должны исследовать свой город, чтобы раскрыть все секреты, встретить конец света и, возможно, узнать больше друг о друге.
Разработчик: Mojiken Studio
Издатель: Toge Productions",https://www.playground.ru/a_space_for_the_unbound,https://i.playground.ru/e/KLizLysKkrGvrJaNuZNgnA.jpeg
A.I.M. War Protocol,"Жанры: Экшен, Ролевая, Инди, От первого лица, От третьего лица","Дата выхода:
PC 2021 г.","""Механоиды: Протокол Войны"" продолжает историю, которая началась в игре ""Механоиды 2: Война Кланов"".Вы — механоид, искусственный разум, который перемещается по миру на глайдере — боевой машине с антигравитационным движителем. Вас ждет огромный мир, полный опасностей, загадок и сложных задач. Вы общаетесь, воюете, торгуете, исследуете мир и присваиваете себе всё, что покажется вам полезным.- Полноценное продолжение сюжета ""Механоиды 2: Война Кланов"".- Новые глайдеры и самые лучшие из старых.- Совершенно новые гигантские локации.- Полноценная смена времени суток и погодные условия, влияющие на игру.- Полная свобода передвижения и действий.- Мощная система апгрейдов оборудования, позволяющая улучшать множество элементов вашей боевой машины.- Неординарный научно-фантастический сюжет с несколькими вариантами окончания.- Отличная современная 3D графика, использующая передовые технологические решения движка Unity.- Оригинальная, атмосферная музыка от Григория Семенова, композитора первых двух частей серии и ""Космических Рейнджеров"".
Разработчик: Bulat Dautov
Издатель: Bulat Dautov",https://www.playground.ru/aim_war_protocol,https://i.playground.ru/e/BvDDIDAez_4IGa_CfZRftg.jpeg
Above,Жанры: ,"Дата выхода:
PC 2020 г.","Очаровательная экшен-адвенчура, в которой вам предстоит летать на ярко-алом биплане над затопленным миром.
Крошечный самолет главной героини по имени Мэри позволит вам путешествовать над уникальным затопленным миром игры, посещать небольшие острова, собирать ресурсы для модификации самолета и искать пропавшего брата протагонистки.
В Above вы отправляетесь из рыбацкой деревушки в опасное путешествие, угрожающее столкновениями с небесными пиратами и хищными левиафанами, взмывающими из-под морских волн.
Разработчик: Mighty Moss
Издатель: Mighty Moss",https://www.playground.ru/above,https://i.playground.ru/e/rntROTGeI4KXpb7_0POONA.jpeg
Active Crowds,"Жанры: Экшен, Стратегия, Симулятор, Инди, Tower defence","Дата выхода:
PC 2020 г.","Защитите свой магазин от толпы обезумевших покупателей. Разнообразные механизмы и хитроумные ловушки. Противостоять толпе не просто, но холодный расчет явно пойдет вам на пользу.",https://www.playground.ru/active_crowds,https://i.playground.ru/e/G89ctiA5gxtKDjrRJ2NCTQ.jpeg
Ada,"Жанры: Экшен, Ролевая, Вид сверху","Дата выхода:
PC 1-й квартал 2021 г.
PlayStation 4 2-й квартал 2021 г.
Xbox One 2-й квартал 2021 г.
Nintendo Switch 2-й квартал 2021 г.","Сюжетная 2D-игра для одного игрока в жанре Action-RPG.
Ключевые особенности:


Исследуйте огромный и жестокий открытый мир, созданный попиксельно со страстью и любовью, и найдите все секреты, разбросанные по земле (и воде).


Пробейтесь сквозь орды разнообразных врагов с уникальным поведением и дизайном, будьте готовы, наблюдайте, адаптируйтесь и выживайте.


Познакомьтесь с интересными персонажами, погрузитесь в их сюжетные линии, выполните свои обещания или предайте их, и почувствуйте, как они меняются по мере того, как сюжет становится более интенсивным.


Формируйте своего персонажа так, как вы хотите, изучайте, используйте и улучшайте навыки, которые подходят вам лучше всего, употребляйте зелья, используйте мощную магию или просто пробивайте себе дорогу через всё, что стоит на вашем пути.


Будьте готовы к неожиданностям, мир вокруг вас постоянно меняется, и вы никогда не знаете, с чем столкнетесь, будь то ночью или днём.
Разработчик: HazyGD LTD
Издатель: HazyGD LTD",https://www.playground.ru/ada,https://i.playground.ru/e/HOr3frxbbN0HZhhyVdvHGA.jpeg
Aeon Drive,"Жанры: Экшен, Инди, Платформер, Киберпанк","Дата выхода:
PC 2020 г.","События Aeon Drive разворачиваются в кибернезированной версии города Барселона. Главную героиню зовут Джек. Она космический пилот, переживающий не самые лучшие времена, поэтому готова приняться за первую попавшуюся работу. Ей предстоит справиться с множеством преград, полагаясь на свой верный меч, кинжал для телепортаций и своё уникальное умение, позволяющее контролировать время.
Разработчик: 2Awesome Studio
Издатель: 2Awesome Studio",https://www.playground.ru/aeon_drive,https://i.playground.ru/e/Pwkt0U5JB8Ppe6lF0sJIIQ.jpeg
"After I met that catgirl, my questlist got too long!","Жанры: Адвенчура, Ролевая, Инди, Пошаговая, Фэнтези","Дата выхода:
PC 2020 г.","Исследуйте пиксельный мир, сражайтесь с врагами в пошаговых битвах и наблюдайте за историей подающейся в стиле визуальной новеллы.
Игроки берут на себя роль Веры, очаровательной ведьмы с вечной любовью к женщинам. После роковой встречи с девушкой, которая утверждает, что пришла из другого мира, они формируют гильдию и должны управлять ею вопреки всему. Убивайте монстров, выполняйте квесты, исследуйте обширное королевство Остмур и развивайте свою связь с красочными спутниками.
Разработчик: Rascal Devworks
Издатель: Rascal Devworks",https://www.playground.ru/after_i_met_that_catgirl_my_questlist_got_too_long,https://i.playground.ru/e/jbEGpeyNatYGk7NpygY8tw.jpeg
After the Fall,"Жанры: Шутер, От первого лица, Постапокалипсис, Виртуальная реальность","Дата выхода:
PC 2020 г.
PlayStation 4 2020 г.","Действие After the Fall разворачивается в руинах Лос-Анджелеса через 20 лет после упадка человечества. Прошло уже много времени после того, как в результате чрезмерного употребления синтетических наркотиков появились Снежные Твари, заполонившие города и погубившие людей. Вы — один из выживших. И именно вам предстоит столкнуться с большими ордами и огромным боссами в попытке вернуть людям их город.
Разработчик: Vertigo Games
Издатель: Vertigo Games",https://www.playground.ru/after_the_fall,https://i.playground.ru/e/Tfu0ZBbjdY-mFKzgxu6BGA.jpeg
Afterlight,"Жанры: Адвенчура, Логические, Инди","Дата выхода:
PC 01.10.2020","Приключенческая игра-головоломка, события которой развиваются в глубинах космоса. Вы играете за Ксин, астронавта, попавшего на задание на Титане. После аварии, в которой погибает остальная часть экипажа, она будет вынуждена выполнить задание в одиночку, обнаружив в процессе тревожные события, которые поставят под сомнение восприятие реальности.
Разработчик: Silent Road Games
Издатель: Silent Road Games",https://www.playground.ru/afterlight,https://i.playground.ru/e/4Y8Pp6W-YpXjZF0E7JPqrw.jpeg
Age of Empires 4,"Жанры: Стратегия, RTS","Дата выхода:
PC 2020 г.","Четвертая часть легендарной серии стратегий в реальном времени.
Age of Empires 4 вновь проведет игроков через значимые события человеческой истории и позволит пройти сквозь века, создавая империи и разрушая королевства.
Разработчик: Relic Entertainment
Издатель: Xbox Game Studios",https://www.playground.ru/age_of_empires_4,https://i.playground.ru/e/7OnrRwoLSBOhgGdlfaCrBA.jpeg
Age of Wushu 2,"Жанры: Экшен, Адвенчура, MMO, Открытый мир","Дата выхода:
PC 2020 г.","Сильная графика, продвинутая система повреждений и постоянное влияние игрового мира на вашего персонажа. Температура, время, высота - все это может отразиться на потребностях и характеристиках. Вы не увидите уровень жизни вашего противника, для этого придется обратить свое внимание на то, насколько он сильно покалечен.
Разработчик: Snail Games",https://www.playground.ru/age_of_wushu_2,https://i.playground.ru/e/t8IjCpRvHXGV0mZZRem60A.jpeg
AI-LIMIT,"Жанры: Экшен, Ролевая","Дата выхода:
PlayStation 4 2020 г.","Хардкорная ролевая игра, с богатым миром и захватывающими сражениями. Игроку предстоит управлять героиней Арриса и пытаться спасти мир, полагаясь на свои способности и волю.
Разработчик: Palm Pioneer",https://www.playground.ru/ai_limit,https://i.playground.ru/e/O7PfYxBHtOhxjK8-4RwbJQ.jpeg
Airborne Kingdom,Жанры: ,"Дата выхода:
PC 2020 г.","Отправляйтесь в фантастическое путешествие и постройте свой летающий город. Стройте жильё, собирайте еду, удовлетворяйте потребности жителей и развивайте своё племя. Открывайте полезные ресурсы и исследуйте пустыню на наличие утерянных технологий.
Разработчик: The Wandering Band
Издатель: The Wandering Band",https://www.playground.ru/airborne_kingdom,https://i.playground.ru/e/E-sGNJUWOqkrdw0lcPOTOA.jpeg
Aircraft Carrier Survival,"Жанры: Стратегия, Симулятор, Инди","Дата выхода:
PC 2020 г.","Возьмите под свой контроль авианосец, его экипаж, офицеров и конечно же самолёты во время Второй мировой войны. Покажите пример военной самоотверженности, выбрав правильное снаряжение, экипаж и эскорт для выполнения миссии. Помните, что ваш успех будет во многом зависеть от вашей гибкости в управлении имеющимися ресурсами флота.
Разработчик: CreativeForge Games
Издатель: CreativeForge Games",https://www.playground.ru/aircraft_carrier_survival,https://i.playground.ru/e/7gpvF_1amFwwFI4ucBTkiA.jpeg
Airhead,"Жанры: Экшен, Адвенчура, Инди, Платформер","Дата выхода:
PC 2021 г.","Помогите маленькому телу спасти похожий на голову организм. Исследуйте мир в стиле метроидвании и преодолевайте сложные головоломки, чтобы найти ключ к выживанию головы. На своём пути вы найдёте новые способности, откроете новые области и головоломки, и если вы пойдёте ещё дальше, кто знает, что вы найдёте в скрытых уголках мира.
Разработчик: Octato
Издатель: HandyGames",https://www.playground.ru/airhead,https://i.playground.ru/e/ql1931Xw4J-dID75jc6H_Q.jpeg
Airport Contraband,"Жанры: Симулятор, Инди, От первого лица","Дата выхода:
PC 2021 г.","Ежедневно через аэропорты проходит большое количество людей. Нас раздражают меры безопасности каждый раз, когда мы летим, но как это выглядит с другой стороны?
Airport Contraband даёт вам возможность взять на себя различные роли и попробовать свои силы в обеспечении безопасности в аэропорту, проведении проверок, поиске контрабанды, обнаружении подозрительных пассажиров или осмотре целых самолётов.
Разработчик: Drago Entertainment
Издатель: Movie Games S.A.",https://www.playground.ru/airport_contraband,https://i.playground.ru/e/6q3MTOFix543FRUQCiZyGg.jpeg
Alaloth: Champions of the Four Kingdoms,"Жанры: Экшен, Ролевая, Мультиплеер, Инди, Вид сверху, Фэнтези, Кооператив","Дата выхода:
PC 2020 г.
PlayStation 4 2020 г.
Xbox One 2020 г.","Изометрическая экшен-RPG в темном фэнтезийном мире. Вам предстоит создать своего уникального героя, выбрав расу, внешность и навыки.
Примкните к одной из десятков гильдий или создайте свою после прохождения игры. Объединись с еще тремя товарищами и вместе отправляйтесь в путешествие или же сражайтесь друг против друга.
Разработчик: Gamera Interactive
Издатель: Gamera Interactive",https://www.playground.ru/alaloth_champions_of_the_four_kingdoms,https://i.playground.ru/e/HRRLaa0yJbeR33aywpehog.jpeg
Alaskan Truck Simulator,"Жанры: Симулятор, От первого лица, Открытый мир","Дата выхода:
PC 2020 г.","
Разработчик: Westend Studio
Издатель: Movie Games S.A.",https://www.playground.ru/alaskan_truck_simulator,https://i.playground.ru/e/oEq0sqiRlmwKQJUuy7LBmQ.jpeg
Alchemic Cutie,"Жанры: Адвенчура, Аркада, Ролевая, Инди, Вид сверху","Дата выхода:
PC 2020 г.
Nintendo Switch 2020 г.","События Alchemic Cutie происходят на красочном острове Уимба, где вам предстоит исследовать необычные локации, знакомиться и общаться с жителями деревни, участвовать в желейных соревнования и попытаться раскрыть все тайны острова.
Разработчик: Vakio
Издатель: Circle Entertainment",https://www.playground.ru/alchemic_cutie,https://i.playground.ru/e/pQnnPVIQG_vZThfb7lrbLA.jpeg
Alchemist Simulator,"Жанры: Симулятор, Инди, От первого лица, Песочница, Средневековье","Дата выхода:
PC 2020 г.","Возьмите на себя роль средневекового алхимика и начинайте принимать заказы на различные зелья. Управляйте сотнями комбинаций для создания различных зелий, уравновешивая их положительные и отрицательные эффекты. А от конечного результата будет зависеть не только оплата: некоторые действия и решения повлияют на окружающий мир, и вы никогда не знаете, что именно может произойти. А за заработанные деньги вы можете производить закупку сырья или улучшать свою лабораторию.
Разработчик: Art Games Studio S.A.
Издатель: Ultimate Games S.A.",https://www.playground.ru/alchemist_simulator,https://i.playground.ru/e/rc2cylGw7iWWsnE6y9sqSw.jpeg
Allison Road,"Жанры: Аркада, Ужасы, Виртуальная реальность","Дата выхода:
PC 2020 г.","Аркадный хоррор на протяжении которого вы познаеете весь ужас привычной домашней обстановки, вас еще не рз удивят и испугают, опасность имеет свойство таиться в самых неожиданных местах.
Разработчик: Far From Home
Издатель: Far From Home",https://www.playground.ru/allison_road,https://i.playground.ru/e/wZp7wiLfp-1UuVo8CNauuQ.jpeg
Almighty: Kill Your Gods,"Жанры: Экшен, Ролевая, От третьего лица","Дата выхода:
PC 2021 г.","Охотьтесь на демонов, монстров и богов в одиночку или онлайн с друзьями в этой экшн-ролевой игре. Вы — Альфа, магический воин, наделённый силой своих предков. Бегайте, прыгайте и летайте по островам, разрывая своих врагов на куски и восстанавливая свой разрушенный родной остров, используя для этого их останки. Низвергните деспотичных ложных богов, защитите своих сородичей и станьте всемогущим.
Разработчик: RUNWILD Entertainment
Издатель: Versus Evil",https://www.playground.ru/almighty_kill_your_gods,https://i.playground.ru/e/V2pBwyrSc0qx9o1tduIOhA.jpeg
Altero,"Жанры: Адвенчура, Логические, Инди, Платформер","Дата выхода:
PC 2020 г.
PlayStation 4 2020 г.
Xbox One 2020 г.
Nintendo Switch 2020 г.","Платформер-головоломка, в котором вам нужно научиться жертвовать собой и преодолевать всевозможные препятствия. Погрузитесь вглубь леса Скорби и помогите Ади, проклятой кукле-вуду, найти её искупление, спасая потерянные души.
Разработчик: Electronic Motion Games
Издатель: Electronic Motion Games",https://www.playground.ru/altero,https://i.playground.ru/e/sDU60xRRw6J52V824fUe5w.jpeg
Aluna: Sentinel of the Shards,"Жанры: Экшен, Ролевая, Вид сверху","Дата выхода:
PC 2020 г.
PlayStation 4 2020 г.
Xbox One 2020 г.
Nintendo Switch 2020 г.","
Разработчик: N-Fusion Interactive
Издатель: Digiart Interactive",https://www.playground.ru/aluna_sentinel_of_the_shards,https://i.playground.ru/e/tFrxmNli3fV9Dxf1CfhDTA.jpeg
Alwa's Legacy,"Жанры: Адвенчура, Инди, Платформер, Ретро","Дата выхода:
PC 2020 г.
PlayStation 4 2020 г.
Xbox One 2020 г.
Nintendo Switch 2020 г.","Сиквел Alwa's Awakening. Как и в предыдущей части, события игры разворачивается в мире Алва, и история начинается с героини Зои, просыпающейся в странных землях. Она не знает, где она, и она не знает, что это за земля, но по какой-то странной причине всё окружающее кажется очень знакомым. Как будто она была здесь раньше, но не помнит этого. 
Внезапно появляется какая-то фигура, подходит старая женщина, изо всех сил пытающаяся ходить, и разговаривает с Зои. Её голос силён, и она говорит: «Зои, тебя послали сюда, чтобы спасти нас. Ты, возможно, ещё не осознаешь этого, но ты сильна, и ты станешь тем героем, который нам нужен. Быстро, доберись до города Вествуда и найди меня. Там я расскажу об остальном...»
Разработчик: Elden Pixels
Издатель: Elden Pixels",https://www.playground.ru/alwas_legacy,https://i.playground.ru/e/aqZp0S2mimUr6J8221LfRA.jpeg
American Motorcycle Simulator,"Жанры: Экшен, Адвенчура, Симулятор, Инди, Мотоциклы, От первого лица, От третьего лица","Дата выхода:
PC 2020 г.","Побывайте в роли настоящего бродяги на мотоцикле и пересеките всю страну с востока на запад. Вас ждёт огромное количество удивительных мест, необычных людей и приключений. 
Вам стоит помнить о том, что ваш мотоцикл может сломаться. Если это произошло, то вам следует починить его прямо на дороге или отправиться в ближайший гараж, где у вас будет доступ к необходимым инструментам, запчастям и возможностям. Вы также можете покупать для мотоцикла всевозможные улучшения и украшения.
Играя в бильярд, дартс или покер, вы можете заработать денег на топливо, запчасти и ремонт мотоцикла.
Разработчик: Movie Games S.A.
Издатель: Movie Games S.A.",https://www.playground.ru/american_motorcycle_simulator,https://i.playground.ru/e/Wze9z27w_GbqO-78Ypu74g.jpeg
American Truck Simulator: Colorado,"Жанры: Симулятор, Автомобили, Открытый мир","Дата выхода:
PC 2020 г.","Дополнение для American Truck Simulator, в котором игрокам открывается штат Колорадо.
Колорадо — западный штат США, который обладает разнообразным ландшафтом с засушливой пустыней, речными каньонами и покрытыми снегом Скалистыми горами. Самый высокогорный штат США предлагает невероятный выбор дикой природы и чудес природы, а также богатое культурное наследие, которое можно найти в самых разных уголках штата.
Разработчик: SCS Software
Издатель: SCS Software",https://www.playground.ru/american_truck_simulator_colorado,https://i.playground.ru/e/kQrVekh78FG1Nys9aTum-g.png
Amnesia: Rebirth,"Жанры: Адвенчура, Ужасы, Инди, От первого лица","Дата выхода:
PC 2020 г.
PlayStation 4 2020 г.","В Amnesia: Rebirth вы берёте на себя управление героиней по имени Таси Трианон, которая приходит в себя в недрах алжирской пустыни. Прошло уже много дней. Она не помнит где была, чем занималась и куда делись все остальные. Воссоздайте маршрут своего пути, соберите воедино разрозненные отрывки прошлого — это единственный возможный способ благополучно пережить тот безжалостный ужас, что вот-вот поглотит вас.
Разработчик: Frictional Games
Издатель: Frictional Games",https://www.playground.ru/amnesia_rebirth,https://i.playground.ru/e/fzNo6CTBVfZkn0gvGxIj1g.jpeg
Anchors in the Drift,"Жанры: Ролевая, Мультиплеер, Пошаговая","Дата выхода:
iOS 2020 г.
Android 2020 г.","Ролевая игра для мобильных устройств от создателей Scribblenauts.
Добро пожаловать в новый мир, где время и пространство исчезли после того, как Империя начала поиски Ковчега. Королевства разбросаны по бесконечному океану времени, называемому Дрейфом. Но человечество объединилось, сформировав «Объединённые поколения», отправив героев, путешествовать по этим Королевствам, чтобы забрать Ковчег себе и использовать его во благо всего человечества.
Разработчик: 5TH Cell Media
Издатель: 5TH Cell Media",https://www.playground.ru/anchors_in_the_drift,https://i.playground.ru/e/uZAEHvA4Jb6N7g7yK_LpYQ.jpeg
Ancient Abyss,"Жанры: Экшен, Инди, Вид сверху","Дата выхода:
PC 2020 г.","Ancient Abyss - это игра в которой вы будете проходить таинственные и скрытые события в случайно сгенерированном лабиринте. По мере продвижения вы будете получать больше силы и собирать предметы, котороые помогут вам продвинуться ещё дальше в лабиринт.
Разработчик: Screambox Studio
Издатель: Zodiac Interactive",https://www.playground.ru/ancient_abyss,https://i.playground.ru/e/QcykiwSbs4ShFICg0LAOyA.jpeg
Anew: The Distant Light,"Жанры: Экшен, Адвенчура, Инди, Платформер","Дата выхода:
PC 2020 г.","Однопользовательское приключение в огромном открытом игровом мире. Исследуйте, сражайтесь и решайте головоломки в экзотических и сюрреалистических условиях. Ищите изменяющее игру оборудование, апгрейды и транспортные средства, чтобы расширить свои возможности во время боёв и путешествий. Откройте для себя множество невероятных и странных существ, почините свой родной корабль и найдите своего пропавшего второго пилота. Завершите свою миссию.
Разработчик: Resonator
Издатель: Resonator",https://www.playground.ru/anew_the_distant_light,https://i.playground.ru/e/Cglts8o56LZWDfiqq0VNkw.jpeg
Animal Farm,Жанры: ,"Дата выхода:
PC 2020 г.","Адвенчура с элементами экономического менеджера, разработанная по мотивам «Скотного двора» Джорджа Оруэлла.
Игроку выпадает роль одного из животных на ферме «Усадьба» незадолго до революции, приведшей к развитию течения анимализма. В дальнейшем игрокам предстоит пройти через взлеты и падения новой политической системы.
Геймплей игры совмещает механику принятия решений для развития сюжета и элементы экономического менеджера при управлении фермой. Игроки столкнутся с последствиями принятых решений в будущем.",https://www.playground.ru/animal_farm,https://i.playground.ru/e/LQVi7rF00sj3JljQOZOpGg.jpeg
Anno 1800: Bright Harvest,"Жанры: Стратегия, Экономика","Дата выхода:
PC 2020 г.","Второе дополнение из Season Pass 2. У игроков появилась возможность использовать тракторы и другие чудеса техники, чтобы повысить эффективность своих ферм
Разработчик: Ubisoft Blue Byte
Издатель: Ubisoft Entertainment",https://www.playground.ru/anno_1800_bright_harvest,https://i.playground.ru/e/kQrVekh78FG1Nys9aTum-g.png
Anno 1800: Land of Lions,"Жанры: Стратегия, Экономика","Дата выхода:
PC 2020 г.","Третье дополнение из Season Pass 2. Отправляйтесь на южный континент и постройте новую систему полива, чтобы вдохнуть жизнь в пустыню
Разработчик: Ubisoft Blue Byte
Издатель: Ubisoft Entertainment",https://www.playground.ru/anno_1800_land_of_lions,https://i.playground.ru/e/kQrVekh78FG1Nys9aTum-g.png
ANNO: Mutantionem,"Жанры: Экшен, Ролевая, Киберпанк","Дата выхода:
PlayStation 4 2020 г.","Пиксельный киберпанк-экшен, действие которого разворачивается в ближайшем будущем после некой катастрофы.
Разработчик: Thinking Stars",https://www.playground.ru/anno_mutantionem,https://i.playground.ru/e/hKqiUdM9KdyK5G5VNs5Ylg.jpeg
Anthology of Fear,"Жанры: Адвенчура, Ужасы, Инди, От первого лица","Дата выхода:
PC 2020 г.
Nintendo Switch 2020 г.","Окружающий нас мир не всегда очевиден. Иногда самые странные, непредсказуемые и нереальные события имеют логические и очень приземлённые объяснения. Anthology of Fear — это три уникальных рассказа о таких событиях, происходящих в разные эпохи и реалии.
Возьмите на себя роль трёх героев, контролируйте их действия и испытайте ужас начала 20 века в отдалённых регионах России, современную драму, происходящую в обычном доме, и события за гранью реальности.
Каждый из эпизодов игры обладает уникальной стилистикой и игровыми механиками, а история мотивирует игроков исследовать окружающий мир.
Разработчик: RG Crew
Издатель: Ultimate Games S.A.",https://www.playground.ru/anthology_of_fear,https://i.playground.ru/e/wb-Wy41U-PJJz9GiLSvFzA.jpeg
AQP City,"Жанры: Экшен, Инди, От третьего лица, Открытый мир","Дата выхода:
PC 2021 г.
PlayStation 4 2021 г.","Экшен в открытом мире, создаваемый силами одного человека - ДжозепаЧеварьиКапакоила. Игра вдохновлена сериями AssassinsCreed, MirrorEdge и GTA, что позволит сделать интересным исследования огромной игровой карты. У вас будет возможность вдоволь насладится городом, а когда он наскучит отправиться в пустыню или леса.",https://www.playground.ru/aqp_city,https://i.playground.ru/e/t0Aiv4QdE2OEogPsquz_Qw.jpeg
Aquanox Deep Descent,"Жанры: Мультиплеер, Шутер, От первого лица","Дата выхода:
PC 2020 г.","Подводный мир то и дело содрогается от массовых сражений. Казалось бы здесь много места, но войны за ресурсы и власть никак не прекращаются. Займитесь оснащением собственного судна и примите участие в войне.
Разработчик: Digital Arrow
Издатель: THQ Nordic",https://www.playground.ru/aquanox_deep_descent,https://i.playground.ru/e/qJXosDblj3tWpu4UazloeQ.jpeg
